timestamp,date_GMT,status,attendance,home_team_name,away_team_name,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1471701600,Aug 20 2016 - 2:00pm,complete,31447,Tottenham Hotspur,Crystal Palace,0,0,2.79,1.11,1,0,1,0,0,0,82,,10,4,3,0,3,0,16,9,4,3,12,6,19,9,52,48,0,0,0,0,0,0,0,0,0,0,1.51,4.43,7.67,0,0,0,0,0,0,White Hart Lane (London)
1471701600,Aug 20 2016 - 2:00pm,complete,23654,West Bromwich Albion,Everton,0,0,1.53,0.95,1,2,3,2,1,1,9,"45'2,60",7,4,3,0,1,0,11,9,5,4,6,5,15,10,40,60,0,0,0,0,0,0,0,0,0,0,3.17,3.3,2.49,0,0,0,0,0,0,The Hawthorns (West Bromwich)
1471701600,Aug 20 2016 - 2:00pm,complete,21313,Burnley,Liverpool,0,3,1.74,1.84,2,0,2,2,2,0,"2,37",,1,12,0,0,1,0,2,19,0,7,2,12,13,5,28,72,4,50,50,50,50,50,50,50,11,6,6.77,4.23,1.57,0,0,0,0,0,0,Turf Moor
1471701600,Aug 20 2016 - 2:00pm,complete,20024,Swansea City,Hull City,0,0,1.42,0.32,0,2,2,0,0,0,,"79,90'2",8,3,0,0,0,0,19,8,4,4,15,4,7,10,62,38,0,0,0,0,0,0,0,0,0,0,1.87,3.54,4.94,0,0,0,0,0,0,Liberty Stadium
1471701600,Aug 20 2016 - 2:00pm,complete,20772,Watford,Chelsea,0,0,1.47,2.21,1,2,3,0,0,0,55,"80,87",0,5,4,0,3,0,4,8,2,4,2,4,20,9,39,61,0,0,0,0,0,0,0,0,0,0,5.11,3.74,1.79,0,0,0,0,0,0,Vicarage Road Stadium
1471710600,Aug 20 2016 - 4:30pm,complete,32008,Leicester City,Arsenal,0,0,1.79,1.58,0,0,0,0,0,0,,,2,7,1,0,2,0,5,13,3,7,2,6,11,6,51,49,0,0,0,0,0,0,0,0,0,0,2.93,3.6,2.49,0,0,0,0,0,0,King Power Stadium
1471782600,Aug 21 2016 - 12:30pm,complete,43515,Sunderland,Middlesbrough,0,0,0.74,0.53,1,2,3,2,0,2,71,"13,45",8,1,1,0,1,0,11,4,7,2,4,2,11,14,53,47,0,0,0,0,0,0,0,0,0,0,2.52,3.22,3.19,0,0,0,0,0,0,Stadium of Light
1471791600,Aug 21 2016 - 3:00pm,complete,56977,West Ham United,Bournemouth,0,0,1.32,0.79,1,0,1,0,0,0,85,,1,6,3,0,2,1,13,7,5,6,8,1,15,14,53,47,0,0,0,0,0,0,0,0,0,0,1.81,3.86,4.75,0,0,0,0,0,0,London Stadium
1472297400,Aug 27 2016 - 11:30am,complete,31211,Tottenham Hotspur,Liverpool,3,1.5,2.79,1.84,1,1,2,1,0,1,72,43,5,5,3,0,5,0,10,7,2,3,8,4,10,17,51,49,2.75,25,50,25,25,25,50,50,18,5,2.41,3.55,3.09,0,0,0,0,0,0,White Hart Lane (London)
1472306400,Aug 27 2016 - 2:00pm,complete,31727,Leicester City,Swansea City,1,3,1.79,0.74,2,1,3,1,1,0,"32,52",80,4,6,2,0,2,0,11,7,6,3,5,4,13,9,56,44,0.5,0,0,0,0,0,0,0,6,3,1.81,3.67,5.14,0,0,0,0,0,0,King Power Stadium
1472306400,Aug 27 2016 - 2:00pm,complete,23503,Crystal Palace,Bournemouth,0,0,1.05,0.79,1,1,2,1,0,1,90'3,11,10,4,2,0,1,0,15,8,5,4,10,4,14,10,52,48,1,0,0,0,0,0,0,0,9,5,2.56,3.3,3.06,0,0,0,0,0,0,Selhurst Park
1472306400,Aug 27 2016 - 2:00pm,complete,39581,Everton,Stoke City,1,1,2.26,0.89,1,0,1,0,0,0,51,,9,2,2,0,1,0,17,6,11,3,6,3,13,10,56,44,2,100,100,0,0,0,0,100,11,5,1.78,3.8,5.1,0,0,0,0,0,0,Goodison Park
1472306400,Aug 27 2016 - 2:00pm,complete,30152,Southampton,Sunderland,1,0,1.26,0.53,1,1,2,0,0,0,85,80,5,5,2,0,2,0,11,4,8,2,3,2,14,8,58,42,2.5,100,100,50,0,0,0,100,11,3,1.61,3.98,6.67,0,0,0,0,0,0,St. Mary's Stadium
1472306400,Aug 27 2016 - 2:00pm,complete,41607,Chelsea,Burnley,3,0,2.68,0.37,3,0,3,2,2,0,"9,41,89",,9,5,2,0,2,0,16,6,8,3,8,3,6,9,63,37,1.5,50,50,50,0,0,0,0,7,5,1.29,5.99,9.99,0,0,0,0,0,0,Stamford Bridge
1472306400,Aug 27 2016 - 2:00pm,complete,20545,Watford,Arsenal,0,1,1.47,1.58,1,3,4,3,0,3,57,"9,40,45'1",3,2,6,0,1,0,19,8,13,6,6,2,17,14,50,50,1.5,50,50,50,0,0,0,0,7,6,5.13,3.9,1.76,0,0,0,0,0,0,Vicarage Road Stadium
1472315400,Aug 27 2016 - 4:30pm,complete,24560,Hull City,Manchester United,3,3,1.47,1.84,0,1,1,0,0,0,,90'2,1,6,2,0,3,0,9,26,5,15,4,11,7,6,31,69,3.5,100,100,100,50,0,0,100,7,3,7.07,4.28,1.55,0,0,0,0,0,0,KCOM Stadium
1472387400,Aug 28 2016 - 12:30pm,complete,23690,West Bromwich Albion,Middlesbrough,0,3,1.53,0.53,0,0,0,0,0,0,,,5,4,1,0,3,0,14,8,5,3,9,5,12,11,46,54,3,100,100,100,0,0,100,100,8,4,2.59,3.21,3.1,0,0,0,0,0,0,The Hawthorns (West Bromwich)
1472396400,Aug 28 2016 - 3:00pm,complete,54008,Manchester City,West Ham United,3,0,2.11,1.05,3,1,4,2,2,0,"7,18,90'2",58,5,4,1,0,3,0,22,9,5,3,17,6,6,10,63,37,3,100,100,100,0,0,0,50,11,3,1.3,6.22,9.99,0,0,0,0,0,0,Etihad Stadium
1473507000,Sep 10 2016 - 11:30am,complete,75272,Manchester United,Manchester City,3,3,1.79,2,1,2,3,3,1,2,42,"15,36",4,4,4,0,2,0,17,19,4,7,13,12,15,10,40,60,3.5,50,100,50,50,50,50,100,11,4,2.52,3.41,2.94,0,0,0,0,0,0,Old Trafford
1473516000,Sep 10 2016 - 2:00pm,complete,59962,Arsenal,Southampton,0,0,2.37,1.16,2,1,3,2,1,1,"29,90'4",18,6,1,2,0,5,0,19,13,3,7,16,6,10,7,55,45,4.5,50,100,50,50,50,50,100,5,3,1.6,4.15,6.11,0,0,0,0,0,0,Emirates Stadium
1473516000,Sep 10 2016 - 2:00pm,complete,27385,Stoke City,Tottenham Hotspur,0,1,1.42,1.74,0,4,4,1,0,1,,"41,56,59,70",10,8,3,0,2,0,15,21,4,10,11,11,12,16,44,56,3.5,100,100,50,50,50,50,100,13,3,4.51,3.62,1.88,0,0,0,0,0,0,Bet365 Stadium
1473516000,Sep 10 2016 - 2:00pm,complete,18803,Burnley,Hull City,1.5,3,1.74,0.32,1,1,2,0,0,0,72,90'5,5,9,2,0,0,0,13,12,3,4,10,8,13,4,44,56,1.75,0,75,0,0,0,25,25,7,1.5,2.24,3.26,3.61,0,0,0,0,0,0,Turf Moor
1473516000,Sep 10 2016 - 2:00pm,complete,30551,Middlesbrough,Crystal Palace,1,0,0.95,1.11,1,2,3,2,1,1,38,"16,47",6,6,1,0,2,0,12,11,5,7,7,4,4,10,56,44,1.5,50,50,0,0,0,0,50,13,6,2.17,3.26,3.81,0,0,0,0,0,0,Riverside Stadium
1473516000,Sep 10 2016 - 2:00pm,complete,11184,Bournemouth,West Bromwich Albion,0,3,1.63,0.84,1,0,1,0,0,0,79,,10,5,1,0,3,0,12,13,6,4,6,9,8,11,60,40,2.5,50,50,50,50,0,0,50,10,2,2.03,3.36,4.17,0,0,0,0,0,0,Vitality Stadium
1473516000,Sep 10 2016 - 2:00pm,complete,56974,West Ham United,Watford,3,1,1.32,0.63,2,4,6,4,2,2,"5,33","41,45'2,53,63",4,4,2,0,2,0,14,13,4,9,10,4,10,14,56,44,1.5,50,50,0,0,0,0,50,3,7,1.97,3.56,4.13,0,0,0,0,0,0,London Stadium
1473525000,Sep 10 2016 - 4:30pm,complete,51232,Liverpool,Leicester City,0,0,2.16,0.53,4,1,5,3,2,1,"13,31,56,89",38,1,7,1,0,2,0,17,13,11,4,6,9,4,8,57,43,1.5,50,50,50,0,0,0,50,3,2,1.59,4.22,6.05,0,0,0,0,0,0,Anfield
1473606000,Sep 11 2016 - 3:00pm,complete,20865,Swansea City,Chelsea,0,3,1.42,2.21,2,2,4,1,0,1,"59,62","18,81",1,11,3,0,4,0,7,27,3,8,4,19,17,8,48,52,2.5,50,100,50,0,0,0,0,13,3,5.95,3.98,1.64,0,0,0,0,0,0,Liberty Stadium
1473706800,Sep 12 2016 - 7:00pm,complete,42406,Sunderland,Everton,0,3,0.74,0.95,0,3,3,0,0,0,,"60,68,71",5,5,1,0,1,0,12,20,5,10,7,10,10,8,40,60,3,100,100,100,0,0,100,100,12,2,3.49,3.36,2.24,0,0,0,0,0,0,Stadium of Light
1474052400,Sep 16 2016 - 7:00pm,complete,41514,Chelsea,Liverpool,3,1.33,2.68,1.84,1,2,3,2,0,2,61,"17,36",6,4,1,0,1,0,12,11,3,5,9,6,6,12,46,54,3.34,59,100,67,17,17,59,75,15,6.5,2.17,3.48,3.54,0,0,0,0,0,0,Stamford Bridge
1474120800,Sep 17 2016 - 2:00pm,complete,54335,Manchester City,Bournemouth,3,0.5,2.11,0.79,4,0,4,2,2,0,"15,25,48,66",,5,5,1,1,1,0,17,6,13,4,4,2,8,11,65,35,2.5,75,75,50,25,0,25,75,12.5,3,1.26,6.79,9.99,0,0,0,0,0,0,Etihad Stadium
1474120800,Sep 17 2016 - 2:00pm,complete,31916,Leicester City,Burnley,2,0,1.79,0.37,3,0,3,1,1,0,"45'1,48,78",,7,1,0,0,1,0,13,7,7,3,6,4,9,10,56,44,2.25,25,75,75,0,0,50,75,8,3.5,1.54,4.28,6.79,0,0,0,0,0,0,King Power Stadium
1474120800,Sep 17 2016 - 2:00pm,complete,22209,West Bromwich Albion,West Ham United,0.5,0,1.53,1.05,4,2,6,3,3,0,"8,37,44,56","61,65",2,6,2,0,1,0,10,16,8,7,2,9,11,5,32,68,2.5,75,75,75,25,0,50,50,8.5,4.5,2.66,3.17,2.95,0,0,0,0,0,0,The Hawthorns (West Bromwich)
1474120800,Sep 17 2016 - 2:00pm,complete,22536,Hull City,Arsenal,1.5,2,1.47,1.58,1,4,5,1,0,1,79,"17,55,83,90'2",2,4,0,1,2,0,0,0,0,0,0,0,8,11,0,0,2,50,50,50,25,0,25,50,7.5,3.5,7.13,4.5,1.5,0,0,0,0,0,0,KCOM Stadium
1474129800,Sep 17 2016 - 4:30pm,complete,39074,Everton,Middlesbrough,2,2,2.26,0.53,3,1,4,4,3,1,"24,42,45'1",21,6,3,2,0,1,0,12,7,7,2,5,5,5,14,54,46,1.5,50,50,25,0,0,25,50,9.5,3,1.8,3.61,5.06,0,0,0,0,0,0,Goodison Park
1474196400,Sep 18 2016 - 11:00am,complete,21118,Watford,Manchester United,0,3,1.47,1.84,3,1,4,1,1,0,"34,83,90'5",62,5,7,3,0,4,0,11,15,6,3,5,12,14,16,45,55,3,75,75,75,50,0,25,50,5.5,7,8.46,4.78,1.42,0,0,0,0,0,0,Vicarage Road Stadium
1474204500,Sep 18 2016 - 1:15pm,complete,23781,Crystal Palace,Stoke City,0.5,0.5,1.05,0.89,4,1,5,2,2,0,"9,11,71,75",90'4,10,5,2,0,1,0,12,12,8,5,4,7,11,9,52,48,1.5,50,50,0,0,0,0,50,10.5,5,2.12,3.24,3.99,0,0,0,0,0,0,Selhurst Park
1474204500,Sep 18 2016 - 1:15pm,complete,29087,Southampton,Swansea City,1,1.5,1.26,0.74,1,0,1,0,0,0,64,,7,1,1,0,1,0,15,7,5,3,10,4,11,7,61,39,2,75,75,25,0,0,0,50,10.5,3.5,1.64,4.01,5.89,0,0,0,0,0,0,St. Mary's Stadium
1474212600,Sep 18 2016 - 3:30pm,complete,31251,Tottenham Hotspur,Sunderland,2,0.5,2.79,0.53,1,0,1,0,0,0,59,,14,1,1,0,6,1,32,8,12,2,20,6,4,8,0,0,2,75,75,25,0,0,0,50,12.5,5,1.31,5.75,9.99,0,0,0,0,0,0,White Hart Lane (London)
1474716600,Sep 24 2016 - 11:30am,complete,75256,Manchester United,Leicester City,1.5,0,1.79,0.53,4,1,5,4,4,0,"22,37,40,42",59,8,6,0,0,2,0,19,11,7,5,12,6,9,12,62,38,3.25,75,100,75,25,25,50,100,9,4,1.52,4.29,7.1,0,0,0,0,0,0,Old Trafford
1474725600,Sep 24 2016 - 2:00pm,complete,27645,Stoke City,West Bromwich Albion,0,1.5,1.42,0.84,1,1,2,0,0,0,73,90'1,6,6,3,0,4,0,11,12,4,4,7,8,9,13,51,49,2.75,25,50,50,50,25,25,50,14,5.5,2.28,3.27,3.5,0,0,0,0,0,0,Bet365 Stadium
1474725600,Sep 24 2016 - 2:00pm,complete,32703,Middlesbrough,Tottenham Hotspur,0.5,2,0.95,1.74,1,2,3,2,0,2,65,"7,23",2,10,2,0,1,0,4,14,3,6,1,8,13,9,39,61,2.75,75,100,50,25,0,25,100,14.5,3,4.82,3.64,1.83,0,0,0,0,0,0,Riverside Stadium
1474725600,Sep 24 2016 - 2:00pm,complete,11291,Bournemouth,Everton,1.5,3,1.63,0.95,1,0,1,1,1,0,23,,5,3,2,0,2,0,10,9,3,3,7,6,9,13,54,46,2.75,50,75,75,25,0,25,50,11.5,1.5,2.94,3.37,2.54,0,0,0,0,0,0,Vitality Stadium
1474725600,Sep 24 2016 - 2:00pm,complete,53109,Liverpool,Hull City,3,2,2.16,0.32,5,1,6,3,3,0,"17,30,36,52,71",51,13,2,1,0,2,1,33,3,12,2,21,1,8,6,74,26,3.5,75,100,50,50,50,50,50,7,1,1.27,6.05,9.99,0,0,0,0,0,0,Anfield
1474725600,Sep 24 2016 - 2:00pm,complete,20786,Swansea City,Manchester City,0.5,3,1.42,2,1,3,4,2,1,1,13,"9,65,77",2,7,2,0,4,0,13,19,6,5,7,14,14,9,38,62,3.5,75,100,75,50,25,50,75,10,4.5,7.25,4.47,1.5,0,0,0,0,0,0,Liberty Stadium
1474725600,Sep 24 2016 - 2:00pm,complete,38941,Sunderland,Crystal Palace,0,1.5,0.74,1.11,2,3,5,1,1,0,"39,60","61,76,90'4",3,5,0,0,2,0,12,16,4,7,8,9,15,12,47,53,2.5,50,75,75,0,0,50,50,11.5,3.5,2.74,3.17,2.86,0,0,0,0,0,0,Stadium of Light
1474734600,Sep 24 2016 - 4:30pm,complete,60028,Arsenal,Chelsea,1.5,2,2.37,2.21,3,0,3,3,3,0,"11,14,40",,9,1,0,0,2,0,13,10,6,3,7,7,9,11,45,55,4.25,100,100,100,50,25,50,75,13.5,6,2.56,3.47,2.84,0,0,0,0,0,0,Emirates Stadium
1474815600,Sep 25 2016 - 3:00pm,complete,56864,West Ham United,Southampton,1.5,0,1.32,1.16,0,3,3,1,0,1,,"40,62,90'2",6,2,5,0,2,0,11,18,0,11,11,7,8,12,53,47,3,50,75,50,25,25,50,75,3,5,2.67,3.32,2.82,0,0,0,0,0,0,London Stadium
1474916400,Sep 26 2016 - 7:00pm,complete,18519,Burnley,Watford,1.33,2,1.74,0.63,2,0,2,1,1,0,"38,50",,7,6,1,0,3,0,13,12,6,4,7,8,12,14,46,54,2.84,67,84,25,25,25,42,67,7.33,4.67,2.63,3.31,2.87,0,0,0,0,0,0,Turf Moor
1475262000,Sep 30 2016 - 7:00pm,complete,38758,Everton,Crystal Palace,2.33,2,2.26,1.11,1,1,2,1,1,0,35,50,10,9,5,0,4,0,14,8,4,3,10,5,17,11,55,45,2.67,67,67,50,33,17,33,67,11.67,3.66,1.83,3.7,4.66,0,0,0,0,0,0,Goodison Park
1475321400,Oct 1 2016 - 11:30am,complete,20862,Swansea City,Liverpool,0.33,1.75,1.42,1.84,1,2,3,1,1,0,8,"54,84",3,10,2,0,2,0,9,19,4,7,5,12,10,9,40,60,3.42,71,100,59,46,13,54,84,9.92,4.17,6.49,4.43,1.54,0,0,0,0,0,0,Liberty Stadium
1475330400,Oct 1 2016 - 2:00pm,complete,20575,Watford,Bournemouth,1,0.33,1.47,0.79,2,2,4,1,0,1,"50,65","31,62",4,5,3,0,4,0,16,15,8,6,8,9,17,11,47,53,3,67,84,67,50,0,33,67,7.67,6,2.29,3.42,3.32,0,0,0,0,0,0,Vicarage Road Stadium
1475330400,Oct 1 2016 - 2:00pm,complete,40043,Sunderland,West Bromwich Albion,0,1.33,0.74,0.84,1,1,2,1,0,1,83,35,6,5,1,0,3,0,6,14,3,7,3,7,7,13,52,48,2.5,50,67,50,17,17,17,34,11,3.67,2.64,3.26,2.9,0,0,0,0,0,0,Stadium of Light
1475330400,Oct 1 2016 - 2:00pm,complete,21257,Hull City,Chelsea,1,1.33,1.47,2.21,0,2,2,0,0,0,,"61,67",5,7,2,0,2,0,8,23,4,10,4,13,13,15,43,57,3.17,67,84,84,33,17,17,67,8.34,5,7.5,4.58,1.47,0,0,0,0,0,0,KCOM Stadium
1475330400,Oct 1 2016 - 2:00pm,complete,56945,West Ham United,Middlesbrough,1,1.33,1.32,0.53,1,1,2,0,0,0,57,51,4,5,2,0,3,0,17,8,3,3,14,5,13,12,48,52,2.83,50,67,67,33,17,50,67,6.34,5,2.16,3.45,3.6,0,0,0,0,0,0,London Stadium
1475406000,Oct 2 2016 - 11:00am,complete,75251,Manchester United,Stoke City,2,0.33,1.79,0.89,1,1,2,0,0,0,69,82,13,2,3,0,0,0,23,7,10,5,13,2,13,9,62,38,3,67,84,50,33,33,50,84,9.66,3.66,1.33,5.4,9.99,0,0,0,0,0,0,Old Trafford
1475414100,Oct 2 2016 - 1:15pm,complete,31793,Tottenham Hotspur,Manchester City,2.33,3,2.79,2,2,0,2,2,2,0,"9,37",,4,3,2,0,2,0,16,13,9,8,7,5,20,9,48,52,2.67,67,67,50,34,17,50,67,15.67,5.66,3.52,3.7,2.1,0,0,0,0,0,0,White Hart Lane (London)
1475414100,Oct 2 2016 - 1:15pm,complete,31563,Leicester City,Southampton,2.33,1,1.79,1.16,0,0,0,0,0,0,,,3,6,1,0,0,0,9,14,3,7,6,7,8,8,41,59,2.34,33,84,67,0,0,17,84,5.33,3.33,2,3.52,4.06,0,0,0,0,0,0,King Power Stadium
1475422200,Oct 2 2016 - 3:30pm,complete,20982,Burnley,Arsenal,1.75,2.33,1.74,1.58,0,1,1,0,0,0,,90'3,2,6,0,0,0,0,9,20,2,3,7,17,2,3,37,63,2.38,46,71,34,34,17,29,59,9.33,3.17,7.26,4.54,1.49,0,0,0,0,0,0,Turf Moor
1476531000,Oct 15 2016 - 11:30am,complete,41547,Chelsea,Leicester City,2,0,2.68,0.53,3,0,3,2,2,0,"7,33,80",,8,5,1,0,1,0,15,6,8,2,7,4,6,10,54,46,3.67,84,100,100,34,34,67,84,12.66,4.67,1.57,4.27,6.34,0,0,0,0,0,0,Stamford Bridge
1476540000,Oct 15 2016 - 2:00pm,complete,60007,Arsenal,Swansea City,2,1,2.37,0.74,3,2,5,3,2,1,"26,33,57","38,66",5,6,0,1,1,0,15,12,7,7,8,5,7,10,51,49,3,50,67,67,17,17,50,67,10.34,3.34,1.27,6.38,9.99,0,0,0,0,0,0,Emirates Stadium
1476540000,Oct 15 2016 - 2:00pm,complete,54512,Manchester City,Everton,3,2,2.11,0.95,1,1,2,0,0,0,72,64,13,1,0,0,2,0,21,4,10,3,11,1,6,7,71,29,3,50,84,84,34,0,50,84,10.67,3,1.43,5.01,7.46,0,0,0,0,0,0,Etihad Stadium
1476540000,Oct 15 2016 - 2:00pm,complete,27701,Stoke City,Sunderland,0.33,0.33,1.42,0.53,2,0,2,2,2,0,"8,45'1",,6,4,1,0,1,0,14,5,8,0,6,5,10,13,52,48,2.84,67,84,50,34,17,17,50,11.34,6.67,2.05,3.41,4.01,0,0,0,0,0,0,Bet365 Stadium
1476540000,Oct 15 2016 - 2:00pm,complete,24263,West Bromwich Albion,Tottenham Hotspur,1.33,2.33,1.53,1.74,1,1,2,0,0,0,82,89,5,8,2,0,2,0,7,20,4,11,3,9,14,9,33,67,3,67,84,67,33,17,50,84,12.67,3,4.8,3.64,1.83,0,0,0,0,0,0,The Hawthorns (West Bromwich)
1476540000,Oct 15 2016 - 2:00pm,complete,11029,Bournemouth,Hull City,2,1.33,1.63,0.32,6,1,7,4,3,1,"5,41,45,65,83,88",34,5,4,0,0,3,0,20,11,13,5,7,6,7,14,57,43,2.67,50,67,33,33,17,17,50,11,2.33,1.88,3.49,4.74,0,0,0,0,0,0,Vitality Stadium
1476549000,Oct 15 2016 - 4:30pm,complete,25643,Crystal Palace,West Ham United,1.33,0,1.05,1.05,0,1,1,1,0,1,,19,7,6,1,0,4,1,13,14,4,6,9,8,12,11,55,45,3.5,84,84,67,50,33,50,67,11.34,4,2.22,3.43,3.47,0,0,0,0,0,0,Selhurst Park
1476621000,Oct 16 2016 - 12:30pm,complete,28131,Middlesbrough,Watford,0.33,1.33,0.95,0.63,0,1,1,0,0,0,,54,4,6,4,0,1,0,12,5,5,3,7,2,15,10,55,45,3,84,100,50,17,17,50,100,9.67,5,2.31,3.25,3.45,0,0,0,0,0,0,Riverside Stadium
1476630000,Oct 16 2016 - 3:00pm,complete,29040,Southampton,Burnley,1.67,0,1.26,0.37,3,1,4,0,0,0,"52,60,66",72,8,4,1,0,2,0,34,7,16,2,18,5,10,10,63,37,2.34,34,84,50,0,0,25,67,9,2.83,1.39,4.83,9.71,0,0,0,0,0,0,St. Mary's Stadium
1476730800,Oct 17 2016 - 7:00pm,complete,52769,Liverpool,Manchester United,3,2,2.16,1.84,0,0,0,0,0,0,,,3,1,0,0,4,0,0,0,0,0,0,0,14,20,0,0,4.25,84,84,84,84,50,50,84,12,3.67,2.17,3.53,3.5,0,0,0,0,0,0,Anfield
